Date,Close
2017-10-06,"2,549.3300"
2017-10-09,"2,544.7300"
2017-10-10,"2,550.6400"
2017-10-11,"2,555.2400"
2017-10-12,"2,550.9300"
2017-10-13,"2,553.1700"
2017-10-16,"2,557.6400"
2017-10-17,"2,559.3600"
2017-10-18,"2,561.2600"
2017-10-19,"2,562.1000"
2017-10-20,"2,575.2100"
2017-10-23,"2,564.9800"
2017-10-24,"2,569.1300"
2017-10-25,"2,557.1500"
2017-10-26,"2,560.4000"
2017-10-27,"2,581.0700"
2017-10-30,"2,572.8300"
2017-10-31,"2,575.2600"
2017-11-01,"2,579.3600"
2017-11-02,"2,579.8500"
2017-11-03,"2,587.8400"
2017-11-06,"2,591.1300"
2017-11-07,"2,590.6400"
2017-11-08,"2,594.3800"
2017-11-09,"2,584.6200"
2017-11-10,"2,582.3000"
2017-11-13,"2,584.8400"
2017-11-14,"2,578.8700"
2017-11-15,"2,564.6200"
2017-11-16,"2,585.6400"
2017-11-17,"2,578.8500"
2017-11-20,"2,582.1400"
2017-11-21,"2,599.0300"
2017-11-22,"2,597.0800"
2017-11-24,"2,602.4200"
2017-11-27,"2,601.4200"
2017-11-28,"2,627.0400"
2017-11-29,"2,626.0700"
2017-11-30,"2,647.5800"
2017-12-01,"2,642.2200"
2017-12-04,"2,639.4400"
2017-12-05,"2,629.5700"
2017-12-06,"2,629.2700"
2017-12-07,"2,636.9800"
2017-12-08,"2,651.5000"
2017-12-11,"2,659.9900"
2017-12-12,"2,664.1100"
2017-12-13,"2,662.8500"
2017-12-14,"2,652.0100"
2017-12-15,"2,675.8100"
2017-12-18,"2,690.1600"
2017-12-19,"2,681.4700"
2017-12-20,"2,679.2500"
2017-12-21,"2,684.5700"
2017-12-22,"2,683.3400"
2017-12-26,"2,679.8800"
2017-12-27,"2,682.6200"
2017-12-28,"2,687.5400"
2017-12-29,"2,673.6100"
2018-01-02,"2,695.8100"
2018-01-03,"2,713.0600"
2018-01-04,"2,723.9900"
2018-01-05,"2,743.1500"
2018-01-08,"2,747.7100"
2018-01-09,"2,751.2900"
2018-01-10,"2,748.2300"
2018-01-11,"2,767.5600"
2018-01-12,"2,786.2400"
2018-01-16,"2,776.4200"
2018-01-17,"2,802.5600"
2018-01-18,"2,798.0300"
2018-01-19,"2,810.3000"
2018-01-22,"2,832.9700"
2018-01-23,"2,839.1300"
2018-01-24,"2,837.5400"
2018-01-25,"2,839.2500"
2018-01-26,"2,854.9200"
2018-01-29,"2,853.5300"
2018-01-30,"2,822.4300"
2018-01-31,"2,823.8100"
2018-02-01,"2,821.9800"
2018-02-02,"2,762.1300"
2018-02-05,"2,648.9400"
2018-02-06,"2,695.1400"
2018-02-07,"2,681.6600"
2018-02-08,"2,581.0000"
2018-02-09,"2,619.5500"
2018-02-12,"2,656.0000"
2018-02-13,"2,662.9400"
2018-02-14,"2,698.6300"
2018-02-15,"2,731.2000"
2018-02-16,"2,732.2200"
2018-02-20,"2,716.2600"
2018-02-21,"2,701.3300"
2018-02-22,"2,703.9600"
2018-02-23,"2,747.3000"
2018-02-26,"2,779.6000"
2018-02-27,"2,744.2800"
2018-02-28,"2,713.8300"
2018-03-01,"2,677.6700"
2018-03-02,"2,691.2500"
2018-03-05,"2,720.9400"
2018-03-06,"2,728.1200"
2018-03-07,"2,726.8000"
2018-03-08,"2,738.9700"
2018-03-09,"2,786.5700"
2018-03-12,"2,783.0200"
2018-03-13,"2,765.3100"
2018-03-14,"2,749.4800"
2018-03-15,"2,747.3300"
2018-03-16,"2,752.0100"
2018-03-19,"2,712.9200"
2018-03-20,"2,716.9400"
2018-03-21,"2,711.9300"
2018-03-22,"2,643.6900"
2018-03-23,"2,588.2600"
2018-03-26,"2,658.5500"
2018-03-27,"2,612.6200"
2018-03-28,"2,605.0000"
2018-03-29,"2,641.5300"
2018-04-02,"2,581.8800"
2018-04-03,"2,614.4500"
2018-04-04,"2,644.6900"
2018-04-05,"2,662.8400"
2018-04-06,"2,604.4700"
2018-04-09,"2,613.1600"
2018-04-10,"2,656.8700"
2018-04-11,"2,642.1900"
2018-04-12,"2,663.9900"
2018-04-13,"2,656.3000"
2018-04-16,"2,677.8400"
2018-04-17,"2,706.3900"
2018-04-18,"2,708.6400"
2018-04-19,"2,693.1300"
2018-04-20,"2,670.1400"
2018-04-23,"2,670.2900"
2018-04-24,"2,634.5600"
2018-04-25,"2,639.4000"
2018-04-26,"2,666.9400"
2018-04-27,"2,669.9100"
2018-04-30,"2,648.0500"
2018-05-01,"2,654.8000"
2018-05-02,"2,635.6700"
2018-05-03,"2,629.7300"
2018-05-04,"2,663.4200"
2018-05-07,"2,672.6300"
2018-05-08,"2,671.9200"
2018-05-09,"2,697.7900"
2018-05-10,"2,723.0700"
2018-05-11,"2,727.7200"
2018-05-14,"2,730.1300"
2018-05-15,"2,711.4500"
2018-05-16,"2,722.4600"
2018-05-17,"2,720.1300"
2018-05-18,"2,712.9700"
2018-05-21,"2,733.0100"
2018-05-22,"2,724.4400"
2018-05-23,"2,733.2900"
2018-05-24,"2,727.7600"
2018-05-25,"2,721.3300"
2018-05-29,"2,689.8600"
2018-05-30,"2,724.0100"
2018-05-31,"2,705.2700"
2018-06-01,"2,734.6200"
2018-06-04,"2,746.8700"
2018-06-05,"2,748.8000"
2018-06-06,"2,772.3500"
2018-06-07,"2,770.3700"
2018-06-08,"2,779.0300"
2018-06-11,"2,782.0000"
2018-06-12,"2,786.8500"
2018-06-13,"2,775.6300"
2018-06-14,"2,782.4900"
2018-06-15,"2,779.6600"
2018-06-18,"2,773.7500"
2018-06-19,"2,762.5900"
2018-06-20,"2,767.3200"
2018-06-21,"2,749.7600"
2018-06-22,"2,754.8800"
2018-06-25,"2,717.0700"
2018-06-26,"2,723.0600"
2018-06-27,"2,699.6300"
2018-06-28,"2,716.3100"
2018-06-29,"2,718.3700"
2018-07-02,"2,726.7100"
2018-07-03,"2,713.2200"
2018-07-05,"2,736.6100"
2018-07-06,"2,759.8200"
2018-07-09,"2,784.1700"
2018-07-10,"2,793.8400"
2018-07-11,"2,774.0200"
2018-07-12,"2,798.2900"
2018-07-13,"2,801.3100"
2018-07-16,"2,798.4300"
2018-07-17,"2,809.5500"
2018-07-18,"2,815.6200"
2018-07-19,"2,804.4900"
2018-07-20,"2,801.8300"
2018-07-23,"2,806.9800"
2018-07-24,"2,820.4000"
2018-07-25,"2,846.0700"
2018-07-26,"2,837.4400"
2018-07-27,"2,818.8200"
2018-07-30,"2,802.6000"
2018-07-31,"2,816.2900"
2018-08-01,"2,813.3600"
2018-08-02,"2,827.2200"
2018-08-03,"2,840.3500"
2018-08-06,"2,850.4000"
2018-08-07,"2,858.4500"
2018-08-08,"2,857.7000"
2018-08-09,"2,853.5800"
2018-08-10,"2,833.2800"
2018-08-13,"2,821.9300"
2018-08-14,"2,839.9600"
2018-08-15,"2,818.3700"
2018-08-16,"2,840.6900"
2018-08-17,"2,850.1300"
2018-08-20,"2,857.0500"
2018-08-21,"2,862.9600"
2018-08-22,"2,861.8200"
2018-08-23,"2,856.9800"
2018-08-24,"2,874.6900"
2018-08-27,"2,896.7400"
2018-08-28,"2,897.5200"
2018-08-29,"2,914.0400"
2018-08-30,"2,901.1300"
2018-08-31,"2,901.5200"
2018-09-04,"2,896.7200"
2018-09-05,"2,888.6000"
2018-09-06,"2,878.0500"
2018-09-07,"2,871.6800"
2018-09-10,"2,877.1300"
2018-09-11,"2,887.8900"
2018-09-12,"2,888.9200"
2018-09-13,"2,904.1800"
2018-09-14,"2,904.9800"
2018-09-17,"2,888.8000"
2018-09-18,"2,904.3100"
2018-09-19,"2,907.9500"
2018-09-20,"2,930.7500"
2018-09-21,"2,929.6700"
2018-09-24,"2,919.3700"
2018-09-25,"2,915.5600"
2018-09-26,"2,905.9700"
2018-09-27,"2,914.0000"
2018-09-28,"2,913.9800"
2018-10-01,"2,924.5900"
2018-10-02,"2,923.4300"
2018-10-03,"2,925.5100"
2018-10-04,"2,901.6100"
2018-10-05,"2,885.5700"
2018-10-08,"2,884.4300"
2018-10-09,"2,880.3400"
2018-10-10,"2,785.6800"
2018-10-11,"2,728.3700"
2018-10-12,"2,767.1300"
2018-10-15,"2,750.7900"
2018-10-16,"2,809.9200"
2018-10-17,"2,809.2100"
2018-10-18,"2,768.7800"
2018-10-19,"2,767.7800"
2018-10-22,"2,755.8800"
2018-10-23,"2,740.6900"
2018-10-24,"2,656.1000"
2018-10-25,"2,705.5700"
2018-10-26,"2,658.6900"
2018-10-29,"2,641.2500"
2018-10-30,"2,682.6300"
2018-10-31,"2,711.7400"
2018-11-01,"2,740.3700"
2018-11-02,"2,723.0600"
2018-11-05,"2,738.3100"
2018-11-06,"2,755.4500"
2018-11-07,"2,813.8900"
2018-11-08,"2,806.8300"
2018-11-09,"2,781.0100"
2018-11-12,"2,726.2200"
2018-11-13,"2,722.1800"
2018-11-14,"2,701.5800"
2018-11-15,"2,730.2000"
2018-11-16,"2,736.2700"
2018-11-19,"2,690.7300"
2018-11-20,"2,641.8900"
2018-11-21,"2,649.9300"
2018-11-23,"2,632.5600"
2018-11-26,"2,673.4500"
2018-11-27,"2,682.2000"
2018-11-28,"2,743.7800"
2018-11-29,"2,737.7600"
2018-11-30,"2,760.1700"
2018-12-03,"2,790.3700"
2018-12-04,"2,700.0600"
2018-12-06,"2,695.9500"
2018-12-07,"2,633.0800"
2018-12-10,"2,637.7200"
2018-12-11,"2,636.7800"
2018-12-12,"2,651.0700"
2018-12-13,"2,650.5400"
2018-12-14,"2,599.9500"
2018-12-17,"2,545.9400"
2018-12-18,"2,546.1600"
2018-12-19,"2,506.9600"
2018-12-20,"2,467.4200"
2018-12-21,"2,416.5800"
2018-12-24,"2,351.1000"
2018-12-26,"2,467.7000"
2018-12-27,"2,488.8300"
2018-12-28,"2,485.7400"
2018-12-31,"2,506.8500"
2019-01-02,"2,510.0300"
2019-01-03,"2,447.8900"
2019-01-04,"2,531.9400"
2019-01-07,"2,549.6900"
2019-01-08,"2,574.4100"
2019-01-09,"2,584.9600"
2019-01-10,"2,596.6400"
2019-01-11,"2,596.2600"
2019-01-14,"2,582.6100"
2019-01-15,"2,610.3000"
2019-01-16,"2,616.1000"
2019-01-17,"2,635.9600"
2019-01-18,"2,670.7100"
2019-01-22,"2,632.9000"
2019-01-23,"2,638.7000"
2019-01-24,"2,642.3300"
2019-01-25,"2,664.7600"
2019-01-28,"2,643.8500"
2019-01-29,"2,640.0000"
2019-01-30,"2,681.0500"
2019-01-31,"2,704.1000"
2019-02-01,"2,706.5300"
2019-02-04,"2,724.8700"
2019-02-05,"2,737.7000"
2019-02-06,"2,731.6100"
2019-02-07,"2,706.0500"
2019-02-08,"2,707.8800"
2019-02-11,"2,709.8000"
2019-02-12,"2,744.7300"
2019-02-13,"2,753.0300"
2019-02-14,"2,745.7300"
2019-02-15,"2,775.6000"
2019-02-19,"2,779.7600"
2019-02-20,"2,784.7000"
2019-02-21,"2,774.8800"
2019-02-22,"2,792.6700"
2019-02-25,"2,796.1100"
2019-02-26,"2,793.9000"
2019-02-27,"2,792.3800"
2019-02-28,"2,784.4900"
2019-03-01,"2,803.6900"
2019-03-04,"2,792.8100"
2019-03-05,"2,789.6500"
2019-03-06,"2,771.4500"
2019-03-07,"2,748.9300"
2019-03-08,"2,743.0700"
2019-03-11,"2,783.3000"
2019-03-12,"2,791.5200"
2019-03-13,"2,810.9200"
2019-03-14,"2,808.4800"
2019-03-15,"2,822.4800"
2019-03-18,"2,832.9400"
2019-03-19,"2,832.5700"
2019-03-20,"2,824.2300"
2019-03-21,"2,854.8800"
2019-03-22,"2,800.7100"
2019-03-25,"2,798.3600"
2019-03-26,"2,818.4600"
2019-03-27,"2,805.3700"
2019-03-28,"2,815.4400"
2019-03-29,"2,834.4000"
2019-04-01,"2,867.1900"
2019-04-02,"2,867.2400"
2019-04-03,"2,873.4000"
2019-04-04,"2,879.3900"
2019-04-05,"2,892.7400"
2019-04-08,"2,895.7700"
2019-04-09,"2,878.2000"
2019-04-10,"2,888.2100"
2019-04-11,"2,888.3200"
2019-04-12,"2,907.4100"
2019-04-15,"2,905.5800"
2019-04-16,"2,907.0600"
2019-04-17,"2,900.4500"
2019-04-18,"2,905.0300"
2019-04-22,"2,907.9700"
2019-04-23,"2,933.6800"
2019-04-24,"2,927.2500"
2019-04-25,"2,926.1700"
2019-04-26,"2,939.8800"
2019-04-29,"2,943.0300"
2019-04-30,"2,945.8300"
2019-05-01,"2,923.7300"
2019-05-02,"2,917.5200"
2019-05-03,"2,945.6400"
2019-05-06,"2,932.4700"
2019-05-07,"2,884.0500"
2019-05-08,"2,879.4200"
2019-05-09,"2,870.7200"
2019-05-10,"2,881.4000"
2019-05-13,"2,811.8700"
2019-05-14,"2,834.4100"
2019-05-15,"2,850.9600"
2019-05-16,"2,876.3200"
2019-05-17,"2,859.5300"
2019-05-20,"2,840.2300"
2019-05-21,"2,864.3600"
2019-05-22,"2,856.2700"
2019-05-23,"2,822.2400"
2019-05-24,"2,826.0600"
2019-05-28,"2,802.3900"
2019-05-29,"2,783.0200"
2019-05-30,"2,788.8600"
2019-05-31,"2,752.0600"
2019-06-03,"2,744.4500"
2019-06-04,"2,803.2700"
2019-06-05,"2,826.1500"
2019-06-06,"2,843.4900"
2019-06-07,"2,873.3400"
2019-06-10,"2,886.7300"
2019-06-11,"2,885.7200"
2019-06-12,"2,879.8400"
2019-06-13,"2,891.6400"
2019-06-14,"2,886.9800"
2019-06-17,"2,889.6700"
2019-06-18,"2,917.7500"
2019-06-19,"2,926.4600"
2019-06-20,"2,954.1800"
2019-06-21,"2,950.4600"
2019-06-24,"2,945.3500"
2019-06-25,"2,917.3800"
2019-06-26,"2,913.7800"
2019-06-27,"2,924.9200"
2019-06-28,"2,941.7600"
2019-07-01,"2,964.3300"
2019-07-02,"2,973.0100"
2019-07-03,"2,995.8200"
2019-07-05,"2,990.4100"
2019-07-08,"2,975.9500"
2019-07-09,"2,979.6300"
2019-07-10,"2,993.0700"
2019-07-11,"2,999.9100"
2019-07-12,"3,013.7700"
2019-07-15,"3,014.3000"
2019-07-16,"3,004.0400"
2019-07-17,"2,984.4200"
2019-07-18,"2,995.1100"
2019-07-19,"2,976.6100"
2019-07-22,"2,985.0300"
2019-07-23,"3,005.4700"
2019-07-24,"3,019.5600"
2019-07-25,"3,003.6700"
2019-07-26,"3,025.8600"
2019-07-29,"3,020.9700"
2019-07-30,"3,013.1800"
2019-07-31,"2,980.3800"
2019-08-01,"2,953.5600"
2019-08-02,"2,932.0500"
2019-08-05,"2,844.7400"
2019-08-06,"2,881.7700"
2019-08-07,"2,883.9800"
2019-08-08,"2,938.0900"
2019-08-09,"2,918.6500"
2019-08-12,"2,883.0900"
2019-08-13,"2,926.3200"
2019-08-14,"2,840.6000"
2019-08-15,"2,847.6000"
2019-08-16,"2,888.6800"
2019-08-19,"2,923.6500"
2019-08-20,"2,900.5100"
2019-08-21,"2,924.4300"
2019-08-22,"2,922.9500"
2019-08-23,"2,847.1100"
2019-08-26,"2,878.3800"
2019-08-27,"2,869.1600"
2019-08-28,"2,887.9400"
2019-08-29,"2,924.5800"
2019-08-30,"2,926.4600"
2019-09-03,"2,906.2700"
2019-09-04,"2,937.7800"
2019-09-05,"2,976.0000"
2019-09-06,"2,978.7100"
2019-09-09,"2,978.4300"
2019-09-10,"2,979.3900"
2019-09-11,"3,000.9300"
2019-09-12,"3,009.5700"
2019-09-13,"3,007.3900"
2019-09-16,"2,997.9600"
2019-09-17,"3,005.7000"
2019-09-18,"3,006.7300"
2019-09-19,"3,006.7900"
2019-09-20,"2,992.0700"
2019-09-23,"2,991.7800"
2019-09-24,"2,966.6000"
2019-09-25,"2,984.8700"
2019-09-26,"2,977.6200"
2019-09-27,"2,961.7900"
2019-09-30,"2,976.7400"
2019-10-01,"2,940.2500"
2019-10-02,"2,887.6100"
2019-10-03,"2,910.6300"
2019-10-04,"2,952.0100"
2019-10-07,"2,938.7900"
2019-10-08,"2,893.0600"
2019-10-09,"2,919.4000"
2019-10-10,"2,938.1300"
2019-10-11,"2,970.2700"
2019-10-14,"2,966.1500"
2019-10-15,"2,995.6800"
2019-10-16,"2,989.6900"
2019-10-17,"2,997.9500"
2019-10-18,"2,986.2000"
2019-10-21,"3,006.7200"
2019-10-22,"2,995.9900"
2019-10-23,"3,004.5200"
2019-10-24,"3,010.2900"
2019-10-25,"3,022.5500"
2019-10-28,"3,039.4200"
2019-10-29,"3,036.8900"
2019-10-30,"3,046.7700"
2019-10-31,"3,037.5600"
2019-11-01,"3,066.9100"
2019-11-04,"3,078.2700"
2019-11-05,"3,074.6200"
2019-11-06,"3,076.7800"
2019-11-07,"3,085.1800"
2019-11-08,"3,093.0800"
2019-11-11,"3,087.0100"
2019-11-12,"3,091.8400"
2019-11-13,"3,094.0400"
2019-11-14,"3,096.6300"
2019-11-15,"3,120.4600"
2019-11-18,"3,122.0300"
2019-11-19,"3,120.1800"
2019-11-20,"3,108.4600"
2019-11-21,"3,103.5400"
2019-11-22,"3,110.2900"
2019-11-25,"3,133.6400"
2019-11-26,"3,140.5200"
2019-11-27,"3,153.6300"
2019-11-29,"3,140.9800"
2019-12-02,"3,113.8700"
2019-12-03,"3,093.2000"
2019-12-04,"3,112.7600"
2019-12-05,"3,117.4300"
2019-12-06,"3,145.9100"
2019-12-09,"3,135.9600"
2019-12-10,"3,132.5200"
2019-12-11,"3,141.6300"
2019-12-12,"3,168.5700"
2019-12-13,"3,168.8000"
2019-12-16,"3,191.4500"
2019-12-17,"3,192.5200"
2019-12-18,"3,191.1400"
2019-12-19,"3,205.3700"
2019-12-20,"3,221.2200"
2019-12-23,"3,224.0100"
2019-12-24,"3,223.3800"
2019-12-26,"3,239.9100"
2019-12-27,"3,240.0200"
2019-12-30,"3,221.2900"
2019-12-31,"3,230.7800"
2020-01-02,"3,257.8500"
2020-01-03,"3,234.8500"
2020-01-06,"3,246.2800"
2020-01-07,"3,237.1800"
2020-01-08,"3,253.0500"
2020-01-09,"3,274.7000"
2020-01-10,"3,265.3500"
2020-01-13,"3,288.1300"
2020-01-14,"3,283.1500"
2020-01-15,"3,289.2900"
2020-01-16,"3,316.8100"
2020-01-17,"3,329.6200"
2020-01-21,"3,320.7900"
2020-01-22,"3,321.7500"
2020-01-23,"3,325.5400"
2020-01-24,"3,295.4700"
2020-01-27,"3,243.6300"
2020-01-28,"3,276.2400"
2020-01-29,"3,273.4000"
2020-01-30,"3,283.6600"
2020-01-31,"3,225.5200"
2020-02-03,"3,248.9200"
2020-02-04,"3,297.5900"
2020-02-05,"3,334.6900"
2020-02-06,"3,345.7800"
2020-02-07,"3,327.7100"
2020-02-10,"3,352.0900"
2020-02-11,"3,357.7500"
2020-02-12,"3,379.4500"
2020-02-13,"3,373.9400"
2020-02-14,"3,380.1600"
2020-02-18,"3,370.2900"
2020-02-19,"3,386.1500"
2020-02-20,"3,373.2300"
2020-02-21,"3,337.7500"
2020-02-24,"3,225.8900"
2020-02-25,"3,128.2100"
2020-02-26,"3,116.3900"
2020-02-27,"2,978.7600"
2020-02-28,"2,954.2200"
2020-03-02,"3,090.2300"
2020-03-03,"3,003.3700"
2020-03-04,"3,130.1200"
2020-03-05,"3,023.9400"
2020-03-06,"2,972.3700"
2020-03-09,"2,746.5600"
2020-03-10,"2,882.2300"
2020-03-11,"2,741.3800"
2020-03-12,"2,480.6400"
2020-03-13,"2,711.0200"
2020-03-16,"2,386.1300"
2020-03-17,"2,529.1900"
2020-03-18,"2,398.1000"
2020-03-19,"2,409.3900"
2020-03-20,"2,304.9200"
2020-03-23,"2,237.4000"
2020-03-24,"2,447.3300"
2020-03-25,"2,475.5600"
2020-03-26,"2,630.0700"
2020-03-27,"2,541.4700"
2020-03-30,"2,626.6500"
2020-03-31,"2,584.5900"
2020-04-01,"2,470.5000"
2020-04-02,"2,526.9000"
2020-04-03,"2,488.6500"
2020-04-06,"2,663.6800"
2020-04-07,"2,659.4100"
2020-04-08,"2,749.9800"
2020-04-09,"2,789.8200"
2020-04-13,"2,761.6300"
2020-04-14,"2,846.0600"
2020-04-15,"2,783.3600"
2020-04-16,"2,799.5500"
2020-04-17,"2,874.5600"
2020-04-20,"2,823.1600"
2020-04-21,"2,736.5600"
2020-04-22,"2,799.3100"
2020-04-23,"2,797.8000"
2020-04-24,"2,836.7400"
2020-04-27,"2,878.4800"
2020-04-28,"2,863.3900"
2020-04-29,"2,939.5100"
2020-04-30,"2,912.4300"
2020-05-01,"2,830.7100"
2020-05-04,"2,842.7400"
2020-05-05,"2,868.4400"
2020-05-06,"2,848.4200"
2020-05-07,"2,881.1900"
2020-05-08,"2,929.8000"
2020-05-11,"2,930.3200"
2020-05-12,"2,870.1200"
2020-05-13,"2,820.0000"
2020-05-14,"2,852.5000"
2020-05-15,"2,863.7000"
2020-05-18,"2,953.9100"
2020-05-19,"2,922.9400"
2020-05-20,"2,971.6100"
2020-05-21,"2,948.5100"
2020-05-22,"2,955.4500"
2020-05-26,"2,991.7700"
2020-05-27,"3,036.1300"
2020-05-28,"3,029.7300"
2020-05-29,"3,044.3100"
2020-06-01,"3,055.7300"
2020-06-02,"3,080.8200"
2020-06-03,"3,122.8700"
2020-06-04,"3,112.3500"
2020-06-05,"3,193.9300"
2020-06-08,"3,232.3900"
2020-06-09,"3,207.1800"
2020-06-10,"3,190.1400"
2020-06-11,"3,002.1000"
2020-06-12,"3,041.3100"
2020-06-15,"3,066.5900"
2020-06-16,"3,124.7400"
2020-06-17,"3,113.4900"
2020-06-18,"3,115.3400"
2020-06-19,"3,097.7400"
2020-06-22,"3,117.8600"
2020-06-23,"3,131.2900"
